,0
0,0.8199999816715717
1,0.05999999865889549
2,0.11999999731779099
3,0.23999999463558197
4,0.5299999881535769
5,0.0
6,0.14999999664723873
7,0.2699999939650297
8,0.3499999921768904
9,0.09999999776482582
10,0.4599999897181988
11,0.6199999861419201
12,0.0
13,0.9399999789893627
14,0.6499999854713678
15,0.5299999881535769
16,0.9699999783188105
17,1.8699999582022429
18,1.4799999669194221
19,0.0
20,0.8199999816715717
21,0.1099999975413084
22,0.0
23,0.4399999901652336
24,0.1699999962002039
25,0.0
26,0.5299999881535769
27,0.669999985024333
28,0.6499999854713678
29,0.18999999575316906
30,0.40999999083578587
31,0.8799999803304672
32,0.18999999575316906
33,1.0399999767541885
34,1.4499999675899744
35,0.20999999530613422
36,1.2099999729543924
37,1.2799999713897705
38,0.19999999552965164
39,0.3799999915063381
40,0.5299999881535769
41,0.9499999787658453
42,0.29999999329447746
43,0.5899999868124723
44,0.5099999886006117
45,0.35999999195337296
46,0.3499999921768904
47,0.4399999901652336
48,0.7199999839067459
49,0.8399999812245369
50,0.5099999886006117
51,0.5299999881535769
52,0.08999999798834324
53,0.09999999776482582
54,0.669999985024333
55,0.0
56,0.2199999950826168
57,0.3199999928474426
58,0.8299999814480543
59,0.4599999897181988
60,0.9999999776482582
61,0.1699999962002039
62,0.3999999910593033
63,0.7199999839067459
64,0.6599999852478504
65,1.149999974295497
66,1.1299999747425318
67,0.3399999924004078
68,0.8199999816715717
69,0.24999999441206455
70,0.029999999329447746
71,1.3599999696016312
72,0.3799999915063381
73,0.5699999872595072
74,0.3299999926239252
75,0.6499999854713678
76,0.5699999872595072
77,0.7399999834597111
78,1.8499999586492777
79,0.29999999329447746
80,1.149999974295497
81,0.3799999915063381
82,0.4399999901652336
83,0.03999999910593033
84,0.6199999861419201
85,0.40999999083578587
86,0.06999999843537807
87,0.7599999830126762
88,0.0
89,0.36999999172985554
90,0.29999999329447746
91,0.2299999948590994
92,0.36999999172985554
93,0.3199999928474426
94,0.9599999785423279
95,0.549999987706542
96,0.5799999870359898
97,0.0
98,1.409999968484044
99,0.8199999816715717
100,0.3499999921768904
101,0.789999982342124
102,1.2099999729543924
103,0.1599999964237213
104,0.8399999812245369
105,0.7399999834597111
106,1.3499999698251486
107,0.24999999441206455
108,1.3799999691545963
109,0.8099999818950891
110,0.6199999861419201
111,1.6799999624490738
112,0.3199999928474426
113,1.3699999693781137
114,0.46999998949468136
115,1.6099999640136957
116,1.3999999687075615
117,0.2699999939650297
118,0.9499999787658453
119,0.9599999785423279
120,3.089999930933118
121,0.7099999841302633
122,0.789999982342124
123,0.9999999776482582
124,2.1599999517202377
125,0.6199999861419201
126,0.8499999810010195
127,0.3399999924004078
128,2.7899999376386404
129,1.269999971613288
130,1.219999972730875
131,1.7499999608844519
132,1.1099999751895666
133,0.3799999915063381
134,1.7899999599903822
135,1.6199999637901783
136,0.8199999816715717
137,2.74999993853271
138,2.869999935850501
139,0.7199999839067459
140,2.3599999472498894
141,3.6199999190866947
142,2.029999954625964
143,2.3099999483674765
144,0.3499999921768904
145,2.199999950826168
146,2.059999953955412
147,1.9199999570846558
148,0.4499999899417162
149,1.0799999758601189
150,3.1999999284744263
151,2.299999948590994
152,1.9699999559670687
153,3.249999927356839
154,0.8699999805539846
155,1.5199999660253525
156,2.459999945014715
157,4.789999892935157
158,2.1399999521672726
159,0.5399999879300594
160,2.74999993853271
161,3.539999920874834
162,0.9899999778717756
163,2.249999949708581
164,0.08999999798834324
165,1.5699999649077654
166,1.029999976977706
167,1.7199999615550041
168,1.1899999734014273
169,3.779999915510416
170,1.1399999745190144
171,1.5399999655783176
172,2.0999999530613422
173,2.0899999532848597
174,1.6599999628961086
175,2.299999948590994
176,1.4199999682605267
177,1.6699999626725912
178,1.9799999557435513
179,1.3999999687075615
180,1.1299999747425318
181,2.1899999510496855
182,2.7399999387562275
183,1.8099999595433474
184,1.2599999718368053
185,2.4699999447911978
186,1.2999999709427357
187,1.8699999582022429
188,1.0399999767541885
189,1.269999971613288
190,0.4599999897181988
191,0.23999999463558197
192,3.3199999257922173
193,2.8599999360740185
194,1.889999957755208
195,3.1699999291449785
196,3.3799999244511127
